mood,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
2,0.695,0.484,0.632,0.0243,0.209,-6.917,0.0976,126.384,0.0736
2,0.578,0.604,0.366,0,0.133,-7.519,0.0282,141.981,0.13
2,0.44,0.761,0.525,6.7e-06,0.0921,-6.9,0.0944,80.87,0.531
2,0.583,0.575,0.648,0,0.115,-4.891,0.0358,75.977,0.466
2,0.0589,0.452,0.465,0.000524,0.095,-10.006,0.0344,149.586,0.0832
2,0.389,0.391,0.335,0,0.102,-10.064,0.0763,174.185,0.116
2,0.0483,0.691,0.631,1.13e-05,0.104,-6.478,0.0368,92.004,0.8
2,0.0537,0.661,0.73,3.44e-05,0.14,-6.779,0.0574,95.027,0.53
2,0.804,0.48,0.373,0.067,0.12,-9.297,0.0278,114.078,0.0376
2,0.183,0.738,0.533,0.000252,0.115,-7.617,0.0492,132.008,0.262
2,0.0967,0.621,0.73,0.000131,0.673,-5.414,0.107,139.566,0.464
2,0.128,0.216,0.497,2.39e-06,0.111,-8.025,0.0371,187.308,0.313
2,0.0272,0.532,0.841,0,0.136,-4.993,0.172,172.004,0.23
2,0.214,0.699,0.322,0,0.0993,-11.429,0.0634,140.875,0.757
2,0.062,0.784,0.521,4.75e-06,0.0995,-5.701,0.0322,101.491,0.817
2,0.139,0.625,0.686,0,0.11,-3.715,0.0414,133.041,0.263
2,0.802,0.546,0.5,0.00108,0.107,-8.881,0.0379,150.92,0.449
2,0.399,0.748,0.465,0,0.294,-8.163,0.0869,119.872,0.412
2,0.0307,0.657,0.757,4.93e-06,0.098,-6.196,0.032,139.958,0.906
2,0.765,0.691,0.389,0,0.0941,-8.247,0.0367,104.952,0.306
2,0.0807,0.636,0.676,0,0.0831,-3.442,0.0263,113.98,0.273
2,0.385,0.53,0.593,0,0.314,-7.286,0.0545,125.723,0.538
2,0.317,0.647,0.755,0,0.102,-6.891,0.257,85.014,0.716
2,0.83,0.619,0.294,5.18e-05,0.103,-13.019,0.0305,100.075,0.311
2,0.162,0.71,0.686,0.00269,0.146,-5.7,0.139,81.027,0.548
2,0.111,0.667,0.744,0,0.129,-5.139,0.0705,101.979,0.456
2,0.0739,0.455,0.623,0.000424,0.146,-3.878,0.0288,163.893,0.208
2,0.742,0.72,0.274,0,0.11,-7.623,0.0276,105.929,0.179
2,0.573,0.391,0.415,0.00188,0.242,-11.665,0.0398,99.035,0.0789
2,0.158,0.819,0.736,0.00161,0.109,-6.504,0.0416,120.318,0.701
2,0.148,0.671,0.673,5.29e-05,0.304,-6.941,0.0444,121.963,0.494
2,0.0503,0.518,0.572,2.41e-05,0.129,-6.706,0.0416,130.053,0.291
2,0.864,0.562,0.494,0.0259,0.153,-8.13,0.0278,144.104,0.383
2,0.521,0.636,0.531,0.0123,0.106,-7.53,0.0301,87.031,0.353
3,0.26,0.598,0.687,0,0.112,-9.021,0.0955,75.169,0.626
3,0.0384,0.72,0.791,0,0.157,-4.689,0.124,102.071,0.756
3,0.00413,0.897,0.634,0,0.0686,-6.264,0.161,112.048,0.506
3,0.53,0.756,0.789,0.000711,0.157,-7.002,0.0324,127.987,0.873
3,0.0759,0.642,0.834,0,0.378,-3.258,0.0914,98.063,0.678
3,0.269,0.832,0.87,0,0.415,-4.2,0.166,137.998,0.577
3,0.0173,0.667,0.669,0,0.0737,-4.531,0.165,172.019,0.939
3,0.0818,0.507,0.923,4.63e-06,0.0951,-5.581,0.173,99.252,0.768
3,0.503,0.783,0.651,1.31e-05,0.121,-6.757,0.0338,101.015,0.643
3,0.0825,0.605,0.793,0,0.124,-3.084,0.297,184.032,0.647
3,0.0418,0.968,0.6,0,0.0585,-5.679,0.0981,111.951,0.907
3,0.0561,0.648,0.785,0,0.148,-5.414,0.165,160.02,0.943
3,0.0591,0.673,0.902,0.000262,0.0558,-2.392,0.0346,100.012,0.538
3,0.286,0.652,0.757,0,0.0886,-6.819,0.153,159.911,0.962
3,0.032,0.57,0.806,0.000179,0.77,-7.351,0.14,156.319,0.605
3,0.0132,0.421,0.822,0,0.092,-4.415,0.0542,171.935,0.751
3,0.00701,0.578,0.866,0,0.257,-3.804,0.0619,128.038,0.619
3,0.00654,0.691,0.791,0,0.0729,-3.747,0.0613,100.044,0.793
3,0.0116,0.596,0.869,0.173,0.0678,-11.97,0.037,109.902,0.944
3,0.104,0.767,0.934,0,0.0835,-3.057,0.195,121.069,0.895
3,0.375,0.655,0.782,0,0.317,-4.789,0.185,79.427,0.832
3,0.0124,0.557,0.803,1.61e-06,0.737,-3.599,0.213,92.134,0.657
3,0.357,0.835,0.366,0,0.0793,-10.246,0.426,114.044,0.659
3,0.0417,0.801,0.795,0.000113,0.0717,-5.115,0.0504,79.028,0.754
3,0.0987,0.764,0.842,0,0.117,-6.923,0.0326,110.029,0.863
3,0.426,0.725,0.804,0.000504,0.108,-7.84,0.0393,93.668,0.961
3,0.179,0.574,0.869,0,0.305,-2.474,0.0813,134.746,0.929
3,0.00107,0.765,0.837,1.06e-05,0.0801,-3.113,0.032,122.028,0.721
3,7.95e-05,0.706,0.841,0,0.0688,-3.956,0.0418,132.032,0.861
3,0.0249,0.774,0.838,0.025,0.242,-3.914,0.114,143.04,0.924
3,0.0159,0.792,0.856,2.88e-06,0.0981,-5.236,0.067,127.988,0.714
3,0.0746,0.755,0.832,1.27e-06,0.291,-2.741,0.116,120.032,0.735
3,0.456,0.705,0.78,0.00152,0.115,-6.267,0.0805,142.028,0.457
3,0.0417,0.675,0.848,0,0.0496,-4.006,0.0505,124.052,0.723
3,0.22,0.71,0.799,0.000602,0.349,-4.897,0.0328,120.372,0.725
3,0.0233,0.845,0.709,0,0.094,-4.547,0.0714,98.062,0.62
3,0.000232,0.69,0.805,0.739,0.095,-11.522,0.0336,127.808,0.799
3,0.0217,0.661,0.799,0,0.377,-5.433,0.135,119.881,0.517
3,0.163,0.876,0.669,0,0.185,-6.054,0.138,124.007,0.682
3,0.00729,0.759,0.563,0,0.0342,-4.543,0.0356,126.995,0.809
3,0.189,0.849,0.581,3.61e-06,0.0805,-5.243,0.0767,110.008,0.779
3,0.0849,0.652,0.748,0,0.604,-5.242,0.0887,94.1,0.652
3,0.000658,0.655,0.798,0,0.335,-7.137,0.131,128.103,0.855
3,0.0726,0.752,0.908,0,0.184,-5.681,0.0308,128.125,0.94
3,0.0129,0.729,0.936,0.000892,0.0367,-7.536,0.0776,131.986,0.598
3,0.03,0.666,0.878,0,0.0828,-2.85,0.0973,119.932,0.669
3,0.0199,0.754,0.933,0,0.297,-5.786,0.0448,103.992,0.75
3,0.00379,0.751,0.783,0,0.036,-3.724,0.0859,119.975,0.816
3,0.304,0.509,0.671,0,0.0452,-5.709,0.0678,118.413,0.55
3,0.202,0.759,0.699,0.000131,0.443,-5.745,0.0307,92.96,0.907
3,0.021,0.745,0.756,0,0.356,-4.749,0.0429,109.999,0.495
3,0.15,0.762,0.661,0,0.256,-6.075,0.0687,130.009,0.769
3,0.3,0.794,0.711,0,0.0955,-5.124,0.0699,174.915,0.955
3,0.0216,0.554,0.878,5.76e-06,0.362,-4.271,0.134,126.045,0.682
3,9.33e-05,0.531,0.862,4.82e-06,0.363,-2.996,0.0434,126.016,0.396
3,0.011,0.66,0.969,0.00225,0.116,-3.63,0.0346,127.989,0.48
3,0.00801,0.856,0.609,8.15e-05,0.0344,-7.223,0.0824,114.988,0.928
3,0.0588,0.719,0.967,0.000249,0.206,-2.435,0.0552,79.505,0.964
3,0.0094,0.887,0.48,3.58e-05,0.0662,-11.994,0.117,95.846,0.607
3,0.0984,0.583,0.905,0.00019,0.0593,-6.132,0.0733,173.982,0.646
3,0.0771,0.709,0.782,4.71e-06,0.302,-3.526,0.0469,102.032,0.728
3,0.147,0.755,0.599,0,0.109,-5.042,0.224,133.123,0.755
3,0.0395,0.731,0.867,0,0.0861,-5.881,0.032,104.019,0.776
3,0.0352,0.714,0.621,1.63e-05,0.11,-5.343,0.0641,96.007,0.892
3,0.00484,0.544,0.86,0.122,0.115,-5.181,0.0678,123.024,0.398
3,0.0242,0.675,0.828,0.0102,0.364,-5.799,0.0454,122.229,0.669
3,0.00492,0.724,0.79,0.00311,0.265,-4.112,0.055,126.053,0.68
3,0.174,0.786,0.846,0,0.413,-3.468,0.0505,95.005,0.819
3,0.0322,0.724,0.895,0,0.097,-3.617,0.0411,96.022,0.64
3,0.0185,0.704,0.859,0,0.0215,-4.877,0.0996,105.115,0.926
3,0.13,0.821,0.773,0,0.116,-6.741,0.0464,133.053,0.954
3,0.0282,0.674,0.915,0.00337,0.273,-3.999,0.0411,126.038,0.78
3,0.113,0.485,0.91,0,0.138,-2.096,0.0977,124.18,0.649
3,0.0109,0.783,0.584,2.91e-06,0.108,-6.572,0.0409,120.031,0.632
3,0.166,0.542,0.903,3.53e-05,0.355,-2.745,0.0731,96.028,0.39
3,0.301,0.678,0.679,0.000136,0.112,-7.093,0.0644,119.977,0.218
3,0.0252,0.757,0.716,0,0.21,-6.704,0.241,111.102,0.489
3,0.0323,0.645,0.741,0,0.29,-4.989,0.0339,123.07,0.534
3,0.00937,0.648,0.931,0,0.752,-3.15,0.181,153.649,0.744
3,0.00399,0.736,0.859,0.00382,0.0649,-5.217,0.0396,128.076,0.777
3,0.0108,0.654,0.684,0,0.0768,-4.509,0.032,66.001,0.7
3,0.00892,0.599,0.885,0,0.0699,-3.232,0.0463,128.048,0.576
3,0.00446,0.791,0.754,0,0.163,-3.729,0.0569,125.014,0.425
3,0.0207,0.757,0.711,3.04e-05,0.11,-5.693,0.0769,113.026,0.649
3,0.0191,0.668,0.857,6.71e-06,0.0385,-2.944,0.0535,131.959,0.748
3,0.197,0.528,0.767,0,0.207,-6.973,0.202,115.12,0.691
3,0.258,0.867,0.724,0,0.0527,-4.266,0.0978,128.97,0.757
3,0.0622,0.898,0.914,0.000861,0.0999,-1.751,0.194,120.956,0.633
3,0.119,0.769,0.536,0,0.0439,-6.679,0.0341,118.116,0.916
3,0.065,0.258,0.919,0,0.279,-6.927,0.0809,93.62,0.636
3,0.294,0.762,0.608,0.00148,0.117,-11.36,0.0644,106.931,0.841
3,0.641,0.747,0.657,1.76e-05,0.0874,-9.449,0.0548,124.324,0.657
3,0.271,0.62,0.573,0,0.0607,-11.893,0.0423,81.548,0.897
3,0.0046,0.759,0.815,1.2e-06,0.0583,-5.716,0.0653,112.005,0.917
3,0.0317,0.699,0.529,3.59e-05,0.285,-7.548,0.0487,119.987,0.121
3,0.0451,0.76,0.941,0,0.649,-6.356,0.0688,116.013,0.805
3,0.00583,0.284,0.704,0.000115,0.0424,-7.276,0.186,191.702,0.1
3,0.0274,0.625,0.833,0,0.264,-5.389,0.0347,126.013,0.581
3,0.0306,0.794,0.758,1.38e-06,0.269,-6.289,0.0713,115.99,0.821
3,0.0167,0.81,0.956,0.281,0.35,-5.753,0.0367,129.996,0.961
3,0.00179,0.652,0.855,0,0.0404,-4.832,0.0441,134.009,0.279
3,0.0171,0.65,0.943,0,0.15,-4.751,0.0692,126.008,0.8
3,0.257,0.689,0.694,0,0.148,-5.83,0.027,99.039,0.482
3,0.0348,0.732,0.922,0,0.146,-1.829,0.0975,120.033,0.589
3,0.319,0.675,0.895,0,0.369,-4.904,0.0484,108.093,0.824
3,0.00855,0.714,0.905,2.55e-05,0.146,-2.663,0.0289,125.927,0.838
3,0.0324,0.752,0.775,0,0.351,-7.289,0.0546,122.014,0.595
3,0.00307,0.76,0.888,1.49e-05,0.149,-3.449,0.124,115.705,0.559
3,0.389,0.554,0.818,0,0.035,-5.14,0.0723,113.375,0.92
3,0.0411,0.583,0.592,0,0.14,-6.436,0.038,107.934,0.331
3,0.0111,0.722,0.758,0,0.308,-4.477,0.0471,128.047,0.62
3,0.157,0.842,0.801,4.82e-06,0.0642,-4.167,0.228,95.881,0.617
3,0.072,0.68,0.626,0,0.0943,-6.897,0.0283,140.036,0.791
3,0.0776,0.643,0.904,0,0.189,-3.694,0.0739,103.028,0.481
3,0.0757,0.812,0.827,0,0.0838,-2.378,0.0557,130.013,0.939
3,0.0141,0.817,0.539,0.000496,0.099,-6.349,0.0621,97.062,0.158
3,0.0951,0.884,0.701,1.08e-05,0.0621,-6.738,0.0969,99.998,0.818
3,0.0372,0.58,0.816,0,0.288,-7.619,0.0713,129.907,0.864
3,0.00986,0.881,0.774,0.0346,0.206,-6.068,0.0439,112.968,0.759
3,0.109,0.73,0.703,0,0.0657,-5.672,0.0369,138.113,0.595
3,0.0119,0.781,0.768,4.91e-06,0.325,-5.991,0.0394,123.07,0.486
3,0.00642,0.762,0.854,1.11e-06,0.131,-2.757,0.0818,105.969,0.615
3,0.293,0.652,0.897,0,0.0722,-4.481,0.036,114.033,0.475
3,0.0342,0.672,0.82,6.67e-06,0.0921,-5.473,0.0767,100.069,0.463
3,0.0275,0.804,0.705,0.000138,0.202,-5.272,0.199,103.009,0.45
3,0.129,0.764,0.59,0.00847,0.0851,-4.292,0.0395,99.996,0.281
3,0.185,0.786,0.695,0,0.123,-5.343,0.353,97.957,0.591
3,0.00858,0.81,0.659,6.44e-06,0.0774,-5.496,0.0344,94.981,0.704
3,0.0576,0.591,0.866,0,0.146,-2.877,0.0536,86.981,0.508
3,0.523,0.791,0.733,0.0016,0.167,-5.465,0.0633,105.853,0.962
3,0.18,0.804,0.697,0,0.0961,-4.42,0.0468,110.0,0.768
3,0.193,0.579,0.904,0,0.064,-2.729,0.0618,82.014,0.681
3,0.0464,0.666,0.795,0,0.357,-5.053,0.0664,118.002,0.752
3,0.0208,0.581,0.517,0.884,0.157,-10.295,0.0332,121.997,0.0576
3,0.138,0.622,0.608,5.38e-06,0.273,-5.085,0.036,89.661,0.607
3,0.0082,0.652,0.917,0,0.0509,-6.72,0.0548,132.975,0.459
3,0.374,0.693,0.575,0,0.252,-6.998,0.0801,117.999,0.492
3,0.00582,0.745,0.606,4.1e-05,0.106,-9.58,0.0483,118.017,0.342
3,0.0255,0.483,0.852,1.71e-06,0.961,-9.863,0.0616,153.642,0.419
3,0.185,0.752,0.806,0,0.0824,-3.834,0.124,97.022,0.632
3,0.054,0.714,0.747,0,0.0845,-4.134,0.111,119.899,0.765
3,0.0178,0.665,0.847,0.00288,0.126,-8.314,0.0535,119.555,0.4
3,0.35,0.926,0.916,6.17e-06,0.0234,-2.221,0.0929,110.007,0.904
3,0.164,0.805,0.558,2.2e-05,0.0546,-5.226,0.041,114.95,0.965
3,0.165,0.792,0.895,0,0.0501,-3.112,0.0589,94.968,0.794
3,0.0382,0.769,0.879,1.78e-05,0.0848,-4.336,0.0704,124.032,0.521
3,0.209,0.642,0.881,0,0.21,-3.537,0.0393,138.03,0.913
3,0.252,0.387,0.491,0.0151,0.0978,-9.969,0.097,124.961,0.211
3,0.186,0.638,0.759,0,0.0645,-6.433,0.223,180.064,0.969
3,0.038,0.738,0.983,5.93e-06,0.183,-4.374,0.0855,92.998,0.957
3,0.0162,0.644,0.893,1.14e-05,0.285,-4.802,0.0511,125.098,0.622
3,0.291,0.863,0.533,0.00126,0.0794,-7.986,0.0484,102.025,0.738
3,0.015,0.857,0.658,0.266,0.105,-9.8,0.0388,122.969,0.703
3,0.114,0.83,0.834,0,0.243,-3.574,0.0316,117.998,0.714
3,0.0259,0.684,0.819,0.0775,0.0985,-5.072,0.0413,122.008,0.607
3,0.0178,0.549,0.981,1.8e-06,0.438,-3.558,0.059,82.331,0.873
3,0.247,0.69,0.702,0,0.262,-6.103,0.0901,92.996,0.611
3,0.123,0.742,0.948,0,0.112,-4.445,0.0894,130.022,0.615
3,0.0828,0.659,0.509,0,0.0883,-9.973,0.302,170.018,0.814
3,0.0266,0.645,0.873,0,0.303,-5.64,0.186,172.224,0.552
3,0.0125,0.799,0.776,0,0.312,-7.474,0.0513,114.034,0.867
3,0.0166,0.787,0.79,0,0.18,-6.649,0.21,173.032,0.948
3,0.00649,0.694,0.813,0.000467,0.249,-4.129,0.335,127.832,0.741
3,0.229,0.62,0.712,3.42e-06,0.056,-6.434,0.1,170.234,0.83
3,0.0375,0.734,0.933,0,0.302,-4.639,0.0578,120.987,0.935
3,0.113,0.719,0.845,0.0311,0.18,-5.368,0.051,125.024,0.806
3,0.0231,0.717,0.661,0,0.151,-4.206,0.0273,128.031,0.744
3,0.0332,0.789,0.711,0,0.0876,-4.248,0.041,112.985,0.753
3,0.021,0.672,0.855,0,0.323,-3.764,0.0397,123.056,0.646
3,0.0953,0.571,0.713,1.11e-06,0.0798,-5.751,0.0397,94.989,0.587
3,0.196,0.803,0.612,0,0.115,-7.498,0.163,145.823,0.714
3,0.402,0.654,0.606,0,0.0977,-6.484,0.031,115.143,0.656
3,0.18,0.72,0.8,0.000312,0.115,-5.045,0.0819,128.098,0.519
3,0.405,0.462,0.918,0.00033,0.126,-8.507,0.0959,172.427,0.802
3,0.0938,0.535,0.731,0.000971,0.0802,-9.561,0.036,186.107,0.639
3,0.726,0.829,0.792,5.83e-06,0.122,-3.755,0.0668,118.05,0.758
3,0.0381,0.77,0.752,1.17e-05,0.148,-5.086,0.0495,114.984,0.716
3,0.0259,0.74,0.899,5.92e-06,0.0373,-4.461,0.0321,133.922,0.965
3,0.074,0.738,0.932,0.000121,0.0623,-1.898,0.0959,126.994,0.624
3,0.0714,0.893,0.823,0,0.0509,-3.708,0.122,128.009,0.902
3,0.0568,0.574,0.685,2.01e-06,0.0801,-7.401,0.0398,139.856,0.423
3,0.0833,0.449,0.908,0,0.0971,-6.131,0.0853,139.083,0.495
3,0.00228,0.542,0.91,0.00524,0.0686,-8.924,0.0873,101.774,0.775
3,0.0404,0.697,0.669,0.00897,0.0654,-12.723,0.0406,108.506,0.486
3,0.21,0.784,0.804,0.000359,0.101,-8.024,0.112,130.03,0.817
3,0.0518,0.586,0.892,0,0.0688,-8.547,0.0732,135.01,0.599
3,0.0194,0.613,0.697,0,0.332,-8.618,0.133,122.746,0.476
3,0.0594,0.56,0.857,0,0.381,-4.145,0.0384,119.975,0.432
3,0.103,0.651,0.87,0.00815,0.0979,-5.149,0.0318,103.857,0.729
3,0.467,0.678,0.61,0,0.397,-10.509,0.0306,117.04,0.919
3,0.000176,0.655,0.819,0.00374,0.104,-4.852,0.0316,117.956,0.766
3,0.0103,0.624,0.976,0.00447,0.314,-3.775,0.0601,132.927,0.939
3,0.309,0.583,0.791,0,0.0996,-4.192,0.0644,151.869,0.615
3,0.12,0.58,0.833,0,0.168,-6.581,0.0331,139.962,0.806
3,0.0705,0.617,0.888,0,0.162,-4.567,0.0402,130.97,0.771
3,0.126,0.69,0.973,0,0.101,-3.588,0.0492,143.957,0.772
3,0.118,0.583,0.817,0,0.338,-5.146,0.0987,105.936,0.438
3,0.0153,0.572,0.778,0,0.188,-4.178,0.189,159.904,0.294
3,0.00264,0.658,0.836,1.02e-06,0.507,-3.282,0.0549,124.969,0.387
3,0.0139,0.74,0.835,0,0.857,-3.425,0.0839,123.024,0.535
3,0.0457,0.692,0.881,4.26e-06,0.146,-2.563,0.0461,103.055,0.433
3,0.0312,0.704,0.94,0,0.29,-2.233,0.158,137.909,0.311
3,0.163,0.741,0.91,0,0.174,-1.602,0.0455,89.974,0.707
3,0.0106,0.574,0.881,0,0.36,-1.632,0.069,142.079,0.576
3,0.0569,0.682,0.831,0,0.0927,-4.234,0.253,155.12,0.785
3,0.0822,0.624,0.952,0,0.132,-1.38,0.108,95.043,0.569
3,0.0706,0.751,0.726,3.42e-06,0.278,-3.499,0.038,104.914,0.581
3,0.111,0.731,0.848,0,0.0524,-2.174,0.0906,123.929,0.585
3,0.0801,0.608,0.947,9.38e-06,0.231,-2.437,0.244,125.082,0.511
3,0.0461,0.642,0.849,0,0.398,-3.266,0.0563,127.923,0.601
3,0.0319,0.749,0.85,4.81e-05,0.0678,-4.346,0.0468,145.983,0.672
3,0.00117,0.742,0.847,8.49e-06,0.142,-2.763,0.0485,112.95,0.516
3,0.141,0.722,0.918,0,0.409,-2.952,0.0607,100.024,0.831
3,0.0503,0.572,0.964,0,0.372,-1.949,0.123,129.979,0.519
3,0.0121,0.708,0.864,0,0.339,-2.7,0.0513,132.017,0.679
3,0.022,0.752,0.804,1.76e-05,0.0865,-3.512,0.0656,146.943,0.795
3,0.00181,0.594,0.946,1.04e-06,0.923,-3.408,0.126,110.024,0.665
3,0.029,0.674,0.91,0,0.342,-2.898,0.0594,132.04,0.599
3,0.318,0.738,0.861,0.00182,0.325,-4.141,0.237,131.98,0.58
3,0.0313,0.671,0.859,0,0.267,-3.922,0.0833,139.931,0.39
3,0.0688,0.786,0.853,0,0.0759,-2.687,0.0816,125.034,0.45
3,0.00795,0.809,0.911,0.000179,0.181,-4.41,0.0617,122.035,0.64
3,0.00116,0.79,0.853,4.23e-05,0.329,-4.564,0.0665,124.998,0.713
3,0.0324,0.801,0.904,3.1e-05,0.182,-2.819,0.0834,124.979,0.814
3,0.0683,0.583,0.916,0,0.0489,-1.396,0.149,167.933,0.732
3,0.000587,0.633,0.706,0.0795,0.245,-5.137,0.0627,128.187,0.399
3,0.0055,0.639,0.756,0,0.13,-4.42,0.0608,128.937,0.532
3,0.0376,0.782,0.731,3.15e-05,0.0956,-4.581,0.143,138.032,0.824
3,0.237,0.686,0.842,0,0.0683,-4.423,0.1,115.944,0.519
3,0.0923,0.645,0.862,0,0.192,-4.757,0.0965,119.991,0.798
3,0.0586,0.781,0.814,0,0.118,-3.315,0.0648,92.037,0.782
3,0.0881,0.615,0.904,0,0.117,-3.955,0.221,130.047,0.692
3,0.0438,0.679,0.797,0,0.0748,-4.627,0.338,117.018,0.609
3,0.13,0.773,0.849,0,0.279,-2.283,0.114,150.001,0.928
3,0.0886,0.624,0.86,1.1e-05,0.123,-3.346,0.0387,99.968,0.447
3,0.00373,0.715,0.88,0,0.104,-2.94,0.0685,115.012,0.669
3,0.062,0.758,0.927,0,0.343,-2.105,0.0537,122.999,0.738
3,0.0505,0.622,0.8,0,0.0619,-5.819,0.0425,110.977,0.58
3,0.145,0.653,0.923,0,0.137,-2.163,0.0621,114.902,0.692
3,0.0306,0.681,0.847,0,0.0808,-2.462,0.0869,167.031,0.507
3,0.122,0.679,0.813,2.83e-06,0.263,-3.367,0.199,136.067,0.584
3,0.0028,0.68,0.878,2.22e-05,0.336,-4.791,0.179,127.991,0.531
3,0.00427,0.774,0.792,1.15e-06,0.283,-4.019,0.224,98.1,0.505
3,0.04,0.502,0.91,0,0.319,-2.769,0.107,176.084,0.588
3,0.0526,0.746,0.898,0,0.0858,-2.818,0.0725,121.967,0.879
3,0.0343,0.719,0.828,0,0.0747,-5.559,0.0613,139.927,0.634
3,0.022,0.598,0.775,0,0.0677,-4.035,0.0545,129.819,0.687
3,0.318,0.633,0.907,0,0.221,-1.462,0.0499,129.995,0.739
3,0.0238,0.656,0.883,0,0.0481,-4.294,0.0737,129.947,0.46
3,0.015,0.727,0.888,0,0.113,-2.756,0.0881,129.993,0.726
3,0.101,0.954,0.355,0,0.0594,-6.215,0.0925,113.031,0.518
3,0.0226,0.789,0.88,0,0.386,-3.235,0.064,123.97,0.615
3,0.0292,0.73,0.913,0,0.104,-2.749,0.0781,99.974,0.737
3,0.0893,0.804,0.854,0,0.27,-4.194,0.0915,151.955,0.9
3,0.0027,0.586,0.916,0,0.402,-1.83,0.0712,163.787,0.537
3,0.00911,0.563,0.979,0,0.249,-3.104,0.104,126.063,0.503
3,0.0157,0.854,0.721,0,0.153,-3.769,0.0776,112.012,0.828
3,0.0486,0.716,0.814,0,0.607,-2.889,0.35,146.925,0.575
3,0.0774,0.732,0.934,0.00745,0.306,-4.618,0.144,159.998,0.898
3,0.058,0.714,0.886,0,0.112,-3.076,0.0461,125.046,0.752
3,0.191,0.714,0.736,0,0.0553,-3.801,0.0457,149.985,0.814
3,0.152,0.72,0.746,0,0.276,-3.143,0.107,90.026,0.587
3,0.24,0.689,0.858,0,0.134,-3.051,0.116,99.994,0.458
3,0.0233,0.787,0.543,0,0.0861,-6.7,0.037,99.026,0.332
3,0.212,0.463,0.883,0,0.213,-3.245,0.224,99.021,0.439
3,0.145,0.647,0.832,0,0.0465,-3.969,0.0683,140.05,0.82
3,0.0453,0.646,0.897,0,0.114,-2.057,0.193,162.017,0.86
3,0.0194,0.621,0.873,0,0.488,-2.888,0.103,169.91,0.401
3,0.0318,0.58,0.935,0,0.0977,-3.348,0.189,172.023,0.603
3,0.244,0.801,0.769,0,0.101,-3.925,0.0494,114.982,0.964
3,0.0871,0.733,0.859,0,0.121,-3.773,0.0434,102.025,0.396
3,0.0427,0.507,0.946,3.54e-06,0.344,-3.845,0.124,173.004,0.494
3,0.0158,0.835,0.699,0,0.254,-6.226,0.107,149.917,0.674
3,0.0399,0.707,0.758,0,0.141,-4.511,0.0917,97.037,0.674
3,0.00152,0.492,0.934,0,0.251,-4.12,0.0696,129.973,0.535
3,0.0615,0.709,0.931,0,0.0747,-2.997,0.0667,147.935,0.849
3,0.238,0.65,0.648,0,0.111,-6.016,0.0833,165.15,0.61
3,0.209,0.62,0.929,0,0.193,-2.395,0.0461,136.014,0.897
3,0.195,0.725,0.744,0,0.0736,-4.448,0.0506,140.104,0.899
3,0.00464,0.668,0.686,0,0.342,-5.162,0.0335,116.029,0.54
3,0.0985,0.669,0.914,0,0.141,-3.159,0.0474,97.967,0.85
3,0.0521,0.732,0.78,0,0.404,-3.527,0.17,106.875,0.818
3,0.114,0.698,0.908,0,0.088,-4.298,0.0609,108.019,0.564
3,0.222,0.619,0.949,0,0.483,-2.653,0.2,147.024,0.596
3,0.0861,0.616,0.908,0,0.129,-3.97,0.26,130.048,0.658
3,0.0296,0.709,0.959,0.00188,0.107,-1.339,0.0603,128.983,0.644
3,0.17,0.895,0.43,0,0.0661,-7.021,0.279,112.0,0.67
3,0.321,0.572,0.8,0,0.511,-4.421,0.137,76.022,0.767
3,0.0941,0.789,0.884,0,0.0569,-2.659,0.148,100.09,0.607
3,0.0394,0.618,0.86,0,0.132,-3.545,0.0643,78.028,0.528
3,0.0439,0.868,0.728,0,0.0975,-3.338,0.11,112.006,0.616
3,0.417,0.714,0.731,0,0.231,-5.555,0.126,121.025,0.557
3,0.19,0.823,0.837,0,0.28,-4.533,0.0582,107.989,0.842
3,0.0268,0.769,0.817,9.95e-05,0.084,-4.092,0.0339,139.979,0.866
3,0.0483,0.619,0.889,0,0.324,-3.108,0.219,77.058,0.622
3,0.213,0.739,0.908,0,0.563,-2.803,0.215,115.016,0.768
3,0.5,0.61,0.788,0,0.238,-3.857,0.0625,142.76,0.51
3,0.0192,0.694,0.832,0,0.355,-3.038,0.0598,135.011,0.424
3,0.0223,0.636,0.702,0,0.293,-5.352,0.0334,135.104,0.516
3,0.0315,0.657,0.943,0,0.149,-3.031,0.0856,127.958,0.76
3,0.0618,0.798,0.867,0,0.193,-3.207,0.0386,99.996,0.702
3,0.0577,0.681,0.904,1.7e-06,0.469,-3.812,0.156,149.883,0.595
3,0.0307,0.728,0.821,0,0.0386,-3.129,0.0419,108.001,0.816
3,0.0868,0.839,0.902,0.00257,0.272,-3.612,0.0536,114.953,0.639
3,0.0662,0.532,0.859,0,0.684,-4.106,0.142,118.919,0.934
3,0.154,0.784,0.721,0,0.238,-2.571,0.0453,112.013,0.915
3,0.293,0.666,0.82,0,0.249,-2.886,0.208,143.741,0.883
3,0.315,0.616,0.833,0,0.175,-3.314,0.067,97.898,0.595
3,0.00785,0.76,0.722,0.000326,0.116,-4.429,0.0908,120.055,0.687
3,0.123,0.741,0.862,1.45e-06,0.353,-3.02,0.0816,101.944,0.529
3,0.0063,0.559,0.936,3.85e-05,0.457,-2.254,0.0931,150.065,0.696
3,0.00934,0.614,0.747,0,0.0337,-5.655,0.0743,78.216,0.538
3,0.0281,0.661,0.759,0,0.128,-3.247,0.0326,139.922,0.466
